state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
OR,94.32,388.08,353-3372,no,no,0.0,251.57,44.29,43.75,221.49,106.66,17.44,239.77,78.54,10.5,7.65,1.04,2.16,2.98,True
MI,35.72,488.18,400-3637,no,yes,29.62,273.96,100.06,47.67,210.19,73.56,17.47,178.25,111.1,8.84,9.3,5.82,2.47,1.96,False
SC,109.7,426.16,399-6233,no,no,0.0,109.86,108.07,18.76,202.74,106.85,17.17,200.32,91.92,9.26,4.04,4.15,1.07,3.96,True
OK,93.6,407.19,348-7437,no,no,0.0,149.01,103.86,25.93,153.27,97.0,13.11,233.07,107.14,10.92,14.93,4.15,3.95,0.97,False
AR,127.02,408.16,379-7192,no,no,0.0,155.97,114.36,26.05,254.8,98.85,21.65,179.02,126.04,8.66,12.27,2.05,3.41,1.95,False
ID,97.89,388.73,363-3295,no,no,0.0,175.71,83.04,28.44,279.0,85.53,24.07,154.45,117.62,7.05,11.94,6.18,3.41,1.03,False
TX,87.74,533.47,400-7987,no,no,0.0,88.4,91.49,16.5,165.09,90.25,14.16,144.58,119.18,6.53,9.17,5.05,2.4,1.02,False
MN,112.36,415.83,417-7722,no,no,0.0,199.44,89.3,33.08,253.02,110.44,20.94,196.41,99.86,8.5,8.76,2.87,2.38,1.0,False
RI,63.2,415.8,366-4287,yes,no,0.0,63.33,107.44,10.17,195.46,109.32,17.71,263.85,55.46,11.25,8.91,8.23,2.51,0.98,False
IN,111.33,431.99,355-6531,yes,yes,22.29,194.78,79.58,32.86,332.61,82.9,28.13,223.4,123.97,10.12,3.71,5.1,1.03,0.95,False
MN,38.78,527.1,354-2189,yes,no,0.0,165.51,55.35,28.59,179.0,106.79,14.82,275.36,92.21,12.36,7.86,9.39,2.24,3.02,False
PA,97.95,504.32,365-7774,yes,no,0.0,141.97,105.53,23.98,286.59,95.56,25.31,231.9,125.65,11.25,11.27,2.07,2.82,3.95,True
UT,36.73,429.87,401-5485,no,yes,15.32,148.09,111.24,24.41,130.94,112.48,11.41,138.44,82.99,5.76,6.45,2.07,1.79,0.0,False
NM,186.94,424.33,397-7453,no,no,0.0,195.63,95.37,31.84,258.78,80.4,20.25,308.09,105.84,14.28,9.88,4.13,2.69,0.96,False
IN,58.2,420.16,406-8445,no,yes,21.78,232.8,128.64,37.7,239.11,87.43,19.43,171.98,84.66,7.86,11.9,7.08,3.14,2.05,False
IN,70.7,531.05,330-9354,no,no,0.0,243.8,128.01,43.19,263.38,115.26,21.77,263.16,94.35,12.5,9.12,6.09,2.43,1.96,True
OK,160.76,427.93,350-4820,no,no,0.0,166.18,116.67,28.59,332.81,123.11,28.22,157.73,117.87,7.09,10.24,1.95,2.62,0.96,False
HI,137.23,417.39,406-8324,no,yes,30.96,172.75,122.28,29.17,212.62,77.98,17.42,212.79,89.97,10.26,7.01,2.91,1.76,0.96,False
MI,223.91,413.38,371-2500,no,no,0.0,173.41,107.4,28.97,284.81,108.18,22.13,205.07,88.75,9.29,9.12,3.14,2.24,0.0,True
NH,12.65,429.74,356-7580,no,no,0.0,200.41,88.29,33.03,187.95,90.06,17.31,182.6,105.44,8.79,9.58,1.98,2.49,3.96,False
RI,156.71,513.79,365-5886,no,no,0.0,229.71,126.87,36.48,230.73,112.17,20.48,225.26,75.87,10.55,6.67,4.96,1.65,0.0,False
FL,136.69,408.83,357-4936,no,yes,25.38,216.18,98.56,36.75,246.04,122.68,19.96,255.16,113.33,11.35,5.82,8.69,1.65,2.08,False
WV,110.45,430.53,380-5286,no,no,0.0,249.66,111.27,43.55,159.5,99.56,13.11,126.72,91.64,5.92,11.25,1.92,3.06,0.98,False
ID,169.15,407.8,385-1830,no,no,0.0,225.48,110.79,36.49,185.85,112.91,15.34,203.89,104.33,9.27,12.98,9.36,3.47,1.05,False
PA,63.96,426.78,343-1347,no,yes,41.01,104.85,78.45,17.55,178.43,100.17,15.73,172.03,119.26,8.12,10.22,2.03,2.63,1.96,True
WI,85.85,400.09,420-8308,no,no,0.0,208.67,91.23,34.85,161.22,91.71,13.75,243.75,100.11,11.7,8.58,6.87,2.29,0.97,False
GA,130.33,407.31,366-3944,no,yes,22.47,203.37,113.41,34.8,261.98,93.31,22.31,138.9,139.12,5.83,14.24,4.83,3.83,2.0,False
DE,88.47,402.64,361-9845,no,yes,33.99,246.58,88.61,42.85,211.61,94.42,18.19,232.01,108.59,10.43,12.28,1.96,3.35,2.03,False
NV,87.91,406.2,337-6898,no,no,0.0,133.11,76.19,21.59,195.84,84.71,16.72,280.62,90.04,12.19,6.04,2.07,1.56,0.0,False
SD,146.12,399.09,412-1194,no,yes,23.3,150.7,87.16,25.8,179.92,111.8,15.6,254.75,105.38,11.33,15.77,2.86,4.01,1.91,False
MI,49.79,414.53,373-1448,no,no,0.0,221.4,124.98,38.0,324.12,106.02,29.87,184.38,130.68,8.38,9.83,0.96,2.54,0.98,True
MD,65.79,423.8,330-1835,no,no,0.0,179.24,81.44,28.06,108.75,81.41,9.24,201.95,105.46,9.01,11.65,4.06,3.24,1.92,False
NH,135.53,405.54,402-3370,no,yes,30.48,318.98,96.09,57.31,284.24,104.27,24.8,219.63,106.71,9.06,7.0,2.92,1.78,1.05,True
MT,98.79,402.45,385-7148,no,no,0.0,92.59,82.67,16.67,203.59,136.81,18.49,144.09,108.88,6.91,12.95,3.02,3.36,1.04,True
UT,174.85,411.0,397-6542,no,no,0.0,288.24,44.16,49.22,165.07,145.3,14.89,267.39,97.73,11.13,8.94,3.93,2.26,0.96,True
DC,98.66,506.78,403-2455,yes,no,0.0,66.72,106.21,11.18,335.41,120.35,28.46,199.72,95.85,8.84,12.65,9.0,3.36,0.0,False
WY,106.09,426.91,338-6018,yes,yes,26.73,260.89,112.3,45.32,210.89,86.64,17.86,246.94,130.24,11.72,14.8,6.73,3.82,1.01,True
IL,86.88,499.35,378-1303,no,no,0.0,178.98,122.9,30.27,136.93,113.08,11.12,192.93,113.34,8.34,8.59,3.99,2.29,1.0,False
AK,136.6,505.74,346-4360,no,no,0.0,178.08,115.41,31.75,308.02,107.06,25.46,252.94,83.45,10.95,4.05,8.91,1.08,2.06,False
VT,97.07,401.0,389-2747,no,yes,19.04,84.43,97.98,14.17,214.31,86.86,19.65,173.21,115.22,8.18,7.33,4.18,1.91,2.01,False
NJ,79.5,397.99,390-6101,no,no,0.0,225.24,118.99,38.95,239.54,145.03,19.61,257.81,117.41,12.13,9.54,3.1,2.45,0.96,False
SC,119.45,401.16,373-6922,no,no,0.0,282.45,118.21,51.34,249.11,92.24,20.86,223.13,99.99,10.46,13.49,4.09,3.62,0.0,True
VT,65.83,430.76,396-6390,no,no,0.0,151.45,113.12,27.17,222.2,101.75,18.27,197.41,97.43,8.52,9.99,3.03,2.9,0.97,False
SD,77.89,425.74,394-3171,no,no,0.0,171.12,83.82,29.16,289.0,90.66,23.38,259.49,109.54,11.31,8.31,8.97,2.39,0.0,False
SD,83.39,434.61,330-1627,no,yes,32.86,125.38,96.27,20.93,238.86,81.81,19.57,221.93,91.31,9.57,10.01,7.0,2.83,1.98,False
SC,105.85,423.67,345-4589,no,no,0.0,164.22,90.53,26.38,195.04,116.86,16.54,227.01,121.63,9.73,13.33,3.99,3.51,4.09,True
FL,113.09,493.55,343-3340,no,no,0.0,96.78,81.08,16.01,183.46,90.45,15.55,162.53,73.51,7.4,14.64,3.86,3.97,3.0,False
HI,97.17,405.78,408-1242,no,yes,43.06,121.08,102.86,21.22,266.69,117.73,22.2,231.36,95.72,10.18,8.32,4.85,2.33,2.92,False
NE,76.15,412.62,400-3150,no,yes,25.75,188.09,85.39,33.13,125.51,108.05,9.78,178.55,77.31,7.58,13.19,2.07,3.51,1.99,False
WY,75.84,423.42,399-6259,no,no,0.0,143.5,80.16,25.45,207.8,102.8,17.67,161.77,103.15,7.22,13.45,6.76,3.69,0.0,False
FL,105.49,401.13,381-5047,no,no,0.0,76.25,113.78,12.54,117.66,72.12,9.56,231.75,94.95,10.59,9.7,2.94,2.43,3.07,False
MN,84.19,509.91,375-2522,no,no,0.0,148.01,59.86,24.74,289.71,125.0,23.87,190.63,115.96,8.17,9.36,4.05,2.41,1.98,False
NM,53.33,391.55,332-5964,no,no,0.0,143.29,57.77,25.15,200.56,96.38,17.46,307.9,113.66,13.7,8.93,3.14,2.42,0.0,False
UT,3.81,534.72,413-6346,yes,no,0.0,140.22,91.98,24.02,300.75,90.92,26.72,203.94,84.66,9.18,8.68,4.18,2.46,0.0,False
ID,154.97,422.08,413-3177,no,no,0.0,201.72,101.18,32.18,278.2,106.65,25.61,228.65,77.92,10.0,5.62,3.04,1.46,0.0,False
ND,118.93,413.98,383-8364,no,no,0.0,165.2,98.44,28.14,232.23,121.8,19.51,192.37,119.65,8.67,6.66,1.01,1.75,0.98,False
FL,146.58,506.37,394-7710,yes,no,0.0,149.47,144.02,24.21,157.52,128.01,13.52,201.62,59.94,8.49,8.92,2.91,2.28,1.91,False
NC,125.21,394.75,418-5141,no,yes,25.55,85.24,94.26,14.1,169.99,103.96,14.1,265.64,101.83,11.86,5.25,5.98,1.38,0.0,False
LA,116.08,388.46,405-9496,no,no,0.0,190.34,93.43,30.31,173.36,89.79,15.26,240.61,92.76,10.87,12.68,5.98,3.41,0.96,False
NY,67.86,401.77,349-4762,no,yes,29.51,232.24,85.26,42.65,201.92,100.17,17.18,160.53,69.16,7.35,10.19,5.79,2.63,0.0,False
VT,48.87,417.36,387-5891,yes,yes,25.14,298.09,93.8,52.66,296.84,79.39,24.03,180.91,104.5,8.05,8.12,2.96,2.19,0.0,False
CA,91.93,414.98,355-9324,no,no,0.0,260.83,120.13,40.58,212.25,95.43,17.68,168.05,111.11,7.35,9.06,3.05,2.51,0.0,False
MO,165.6,422.9,339-9026,no,yes,41.62,96.07,56.95,17.02,206.12,96.98,16.82,171.48,117.91,7.99,11.54,1.98,3.02,2.1,False
VA,11.27,406.44,358-6796,no,yes,24.67,133.4,95.08,22.06,223.93,107.87,20.35,287.05,86.12,12.35,10.36,3.11,2.7,1.99,False
VT,123.93,425.5,355-9475,no,no,0.0,184.62,122.42,30.17,267.14,96.58,22.67,98.69,62.65,4.27,12.03,6.21,3.15,3.97,False
ND,93.97,431.79,329-8638,no,yes,21.29,118.57,93.46,20.16,234.88,93.13,19.96,225.47,107.44,10.12,6.51,11.75,1.67,1.01,False
MN,78.17,419.9,332-2137,no,no,0.0,107.55,112.3,18.14,44.77,90.79,3.8,180.24,88.58,8.66,13.75,4.8,3.68,0.0,False
TX,28.38,409.02,347-1870,no,no,0.0,160.03,77.31,27.83,227.49,125.49,18.86,207.29,117.33,9.23,8.98,3.12,2.62,2.06,False
RI,95.27,408.88,410-4882,no,no,0.0,165.73,135.64,28.36,214.69,94.71,18.03,196.2,91.09,8.63,8.91,3.81,2.51,0.0,False
TX,133.48,426.39,385-6175,no,no,0.0,254.3,103.66,43.49,169.88,103.83,14.24,217.45,65.29,9.21,5.5,5.04,1.59,0.0,False
TX,29.13,397.84,347-1870,no,no,0.0,155.48,80.24,26.58,207.33,126.12,18.31,211.02,120.65,9.59,9.35,3.11,2.54,2.07,False
ND,105.35,403.48,379-4583,no,yes,26.99,106.22,130.16,17.6,223.17,111.21,19.91,282.18,124.3,13.0,10.44,4.81,2.95,1.03,False
OR,20.12,495.91,383-5976,no,yes,31.39,131.4,87.0,24.15,266.08,83.62,23.16,176.25,89.98,8.11,9.49,7.13,2.56,5.92,False
MN,153.38,430.9,394-8086,no,yes,38.76,224.76,77.51,36.03,113.11,91.2,9.57,209.96,114.97,9.04,7.59,4.1,2.07,0.96,False
TX,124.96,395.98,365-3562,no,no,0.0,197.56,110.91,35.03,123.76,100.56,11.25,187.17,108.6,8.56,11.07,3.82,2.99,1.02,False
AZ,72.24,421.69,419-3937,no,yes,32.38,191.69,63.94,31.99,188.47,94.06,17.02,159.7,125.86,7.15,13.76,2.01,3.4,1.93,False
TX,83.74,420.65,358-7914,no,no,0.0,127.45,113.59,21.04,190.63,85.84,16.39,181.73,101.11,7.85,8.55,3.9,2.18,0.0,False
IL,57.71,413.91,403-6237,no,yes,30.63,177.66,101.34,30.41,295.85,79.81,24.86,229.7,75.5,10.14,15.41,4.99,3.93,0.99,False
NM,30.13,422.19,405-8370,no,no,0.0,177.99,139.21,29.13,231.77,120.79,18.3,174.45,96.26,7.79,11.84,7.27,3.13,0.96,False
WY,112.89,399.7,328-8808,no,no,0.0,138.26,133.42,24.35,224.55,115.36,18.9,187.76,88.08,7.93,9.71,5.01,2.74,2.08,False
TN,71.05,416.73,356-1582,no,no,0.0,185.02,58.1,29.28,250.41,82.14,20.88,257.68,76.58,11.97,8.17,3.91,2.21,0.97,False
MO,40.92,412.67,410-5250,no,no,0.0,192.52,101.61,32.35,205.59,95.39,17.1,289.19,94.97,12.23,9.14,3.04,2.41,2.01,False
TX,19.43,494.66,409-3520,no,yes,34.68,157.27,96.14,26.12,223.03,100.53,19.93,265.55,136.31,11.78,11.23,0.99,3.2,1.02,False
IN,62.82,415.86,329-6603,no,no,0.0,125.62,133.41,22.61,226.33,82.23,19.94,211.27,115.24,9.17,13.31,6.24,3.46,3.97,True
NE,76.16,396.95,354-7314,no,no,0.0,200.57,90.96,33.24,289.87,99.39,23.73,144.31,90.82,6.67,15.02,7.85,3.97,3.05,False
WA,62.59,404.51,404-9539,no,no,0.0,147.52,104.51,24.94,260.72,76.52,22.6,216.67,70.2,9.13,8.9,3.81,2.57,0.0,False
LA,91.66,405.29,413-4811,no,no,0.0,149.32,115.67,24.76,179.23,85.34,14.23,142.8,78.78,6.05,12.81,3.14,3.46,1.99,False
NH,119.13,404.3,369-2214,no,yes,24.57,187.14,135.72,30.86,205.65,89.85,17.83,159.45,87.53,7.83,5.85,3.01,1.61,2.06,False
AL,70.02,430.35,343-4806,no,no,0.0,221.47,97.01,35.68,197.5,111.07,15.66,179.86,91.38,8.19,9.99,4.75,2.82,4.05,False
MS,108.19,422.67,345-3787,no,no,0.0,293.79,91.97,48.76,280.54,70.3,26.09,270.39,115.2,11.87,10.61,3.03,2.85,1.05,True
SC,99.39,489.36,401-3685,yes,yes,40.85,123.06,95.78,21.93,282.91,117.31,23.98,177.63,88.03,8.14,8.06,3.81,2.28,0.0,False
VT,116.57,428.09,390-2390,yes,no,0.0,160.86,88.92,27.09,180.97,88.53,14.34,237.31,138.14,11.64,14.73,7.06,3.67,2.05,True
AZ,94.69,389.92,390-7434,no,yes,39.86,167.9,122.41,29.5,200.66,121.49,16.64,103.77,69.91,4.97,12.87,3.9,3.38,0.98,False
MO,52.27,495.06,362-1146,no,no,0.0,185.76,101.05,31.36,118.13,100.12,10.02,247.44,87.45,10.94,16.39,5.71,4.67,0.0,False
UT,126.65,410.05,398-8745,no,yes,41.99,165.47,81.84,30.56,216.44,117.29,17.81,217.41,82.67,10.34,14.25,7.17,3.83,1.96,True
AL,139.26,414.58,358-1129,no,yes,32.25,147.87,77.92,25.39,180.77,93.35,16.48,149.52,102.56,6.58,7.82,4.1,2.22,3.03,False
TX,109.35,394.53,345-9168,no,no,0.0,218.26,112.4,35.65,216.44,106.34,17.85,172.52,98.98,7.28,9.13,4.81,2.63,3.07,False
AZ,153.36,501.07,362-2314,no,no,0.0,212.16,93.08,34.92,244.02,76.13,20.33,81.7,103.24,3.64,13.68,12.35,3.83,0.0,False
OH,93.65,397.11,329-8056,no,yes,22.77,155.55,86.96,27.35,208.09,98.49,17.27,186.52,116.4,8.3,7.1,3.14,1.91,0.0,False
SC,82.41,428.43,348-3830,no,no,0.0,136.95,102.73,22.54,198.48,65.77,15.97,215.86,133.03,9.71,11.23,4.91,3.04,1.99,False
MT,118.01,405.62,420-5652,no,yes,30.88,149.92,36.35,24.6,254.59,104.49,23.35,236.31,83.82,9.78,12.49,7.21,3.11,2.07,False
HI,113.47,421.91,401-6671,no,yes,13.25,188.51,103.51,31.3,107.68,98.61,9.89,232.56,91.94,10.46,12.4,3.83,3.24,1.02,False
VT,164.84,522.69,375-2165,no,no,0.0,217.32,116.98,36.77,150.35,116.7,13.14,181.83,88.95,8.21,10.06,10.99,2.93,1.04,False
OK,50.12,399.76,389-4780,no,no,0.0,220.06,68.22,38.27,157.85,133.02,12.96,125.72,115.33,5.72,9.09,4.01,2.51,1.92,False
VA,85.93,405.2,343-5679,no,no,0.0,215.54,93.69,36.04,182.54,106.76,16.44,282.6,125.61,12.44,12.11,6.3,3.19,2.01,False
NV,67.64,426.58,387-2698,no,no,0.0,153.7,106.16,24.93,197.14,100.26,15.9,249.12,117.83,11.79,13.73,6.28,3.89,1.0,False
CO,87.43,422.94,408-3262,no,no,0.0,185.81,57.38,31.43,258.19,75.71,21.95,231.64,120.36,11.31,12.74,6.08,3.21,2.04,True
PA,71.27,433.64,395-6149,no,no,0.0,147.42,91.65,23.87,144.52,85.0,12.57,191.59,84.5,8.44,10.75,4.9,2.83,2.87,False
DC,77.22,414.7,371-1514,no,no,0.0,86.92,80.37,14.79,239.55,64.8,21.77,143.68,83.62,6.13,10.28,4.94,2.61,2.09,False
FL,146.18,410.68,396-5800,no,no,0.0,147.87,111.91,27.37,238.74,89.36,21.17,202.75,134.24,9.11,10.41,3.94,2.76,0.0,False
MN,116.66,403.87,365-9011,yes,no,0.0,126.22,94.1,21.16,210.38,118.97,17.72,125.27,143.39,5.78,8.06,7.9,2.33,0.0,False
HI,120.93,401.12,418-6752,no,no,0.0,138.91,110.68,23.45,125.23,95.39,10.49,263.25,125.32,11.93,6.06,4.18,1.65,1.03,False
ID,92.21,387.68,328-3266,no,no,0.0,228.71,121.37,39.08,208.52,111.27,18.16,145.34,81.68,6.39,8.59,5.04,2.34,2.09,False
AZ,94.35,398.4,422-4241,no,no,0.0,180.83,79.73,29.56,208.33,96.57,18.66,277.99,58.62,11.96,9.12,5.74,2.36,2.06,False
DE,122.6,429.12,417-2716,no,no,0.0,167.19,136.1,29.67,235.36,103.27,21.1,214.49,101.48,8.77,15.92,3.82,4.01,0.0,False
AR,91.92,405.93,365-4728,no,yes,23.93,211.85,134.94,37.11,191.79,70.24,17.6,163.08,114.64,7.09,10.14,9.68,2.78,0.98,False
DC,95.78,520.36,403-2455,yes,no,0.0,71.5,105.64,11.91,323.59,120.46,28.62,203.6,99.23,9.15,12.45,8.62,3.38,0.0,False
IL,121.02,420.63,372-1115,no,no,0.0,201.12,84.85,34.05,203.98,99.34,17.38,169.19,97.63,8.13,7.95,10.22,2.06,0.97,False
IA,36.05,500.56,385-3540,no,no,0.0,119.25,97.13,20.37,235.9,117.12,20.7,231.43,108.93,9.67,8.88,1.97,2.43,0.0,False
IA,37.36,522.51,385-3540,no,no,0.0,121.56,89.38,19.39,226.47,120.42,20.58,228.07,111.2,10.13,9.43,1.9,2.5,0.0,False
VA,83.6,406.27,383-4322,no,yes,28.5,97.92,82.12,16.31,254.07,126.15,22.95,242.72,89.24,10.94,9.37,7.08,2.77,2.05,False
TX,73.93,408.91,384-2372,yes,no,0.0,224.67,75.91,39.2,320.83,110.22,27.57,214.06,107.3,9.16,8.81,8.75,2.4,0.95,True
WI,128.19,396.86,333-8954,no,yes,38.08,211.82,92.28,35.84,161.5,100.44,14.1,192.03,77.43,8.38,11.36,7.97,3.04,1.04,False
WA,56.54,420.37,333-2611,no,no,0.0,203.63,120.96,32.18,169.16,107.87,14.73,292.11,136.14,12.98,6.9,7.02,1.91,1.92,False
WA,160.37,399.45,416-5849,yes,yes,34.17,125.95,141.33,22.27,273.19,117.05,23.71,306.14,126.01,14.05,8.48,6.78,2.27,2.06,False
IL,144.33,407.02,347-5843,yes,no,0.0,205.86,68.1,35.01,205.16,102.36,18.14,284.19,122.6,12.22,11.85,3.99,3.22,0.0,False
MN,38.38,498.33,399-5291,no,no,0.0,183.79,109.29,30.77,220.56,94.96,17.36,143.94,103.71,6.06,8.88,3.09,2.45,5.19,True
NE,187.23,409.96,417-7888,no,yes,39.81,263.64,100.13,44.29,150.15,125.84,13.21,125.33,89.88,5.65,10.94,2.92,3.15,2.89,False
DC,149.45,422.93,404-1002,no,yes,39.12,215.86,107.57,35.21,117.08,73.14,9.44,109.15,106.39,4.99,17.12,4.14,4.55,2.09,False
MD,125.71,432.54,374-3534,no,yes,40.23,195.79,70.12,34.54,209.94,92.89,19.43,255.23,117.98,11.25,10.95,4.18,2.83,0.0,False
MN,76.73,423.88,332-2137,no,no,0.0,105.06,115.32,17.98,45.16,87.1,3.59,189.48,82.84,8.11,13.16,4.93,3.54,0.0,False
NM,182.02,404.15,382-7999,no,no,0.0,67.6,112.48,11.87,221.43,111.02,18.86,247.75,97.84,11.08,6.77,3.98,1.73,0.0,False
AR,105.34,409.57,409-6588,no,yes,30.41,113.37,93.57,18.87,260.73,94.78,21.31,226.72,129.63,10.46,9.07,6.05,2.52,6.03,True
SD,90.65,402.49,357-5696,no,no,0.0,147.85,126.14,25.09,144.76,124.36,11.61,165.98,76.32,7.51,9.9,15.24,2.76,0.97,True
HI,188.33,398.41,380-1096,no,no,0.0,146.1,87.74,25.46,270.72,130.83,21.86,183.57,75.2,8.22,15.11,1.01,4.05,0.97,False
NY,124.81,401.99,352-6833,no,no,0.0,181.15,109.99,30.09,92.86,83.71,7.97,207.75,104.52,9.82,9.75,6.93,2.71,3.0,False
NJ,73.27,431.99,422-9964,no,no,0.0,182.08,103.34,28.49,130.26,124.57,11.46,253.98,98.04,10.4,11.38,3.13,3.13,0.98,False
NM,147.64,398.37,351-9604,no,yes,27.0,209.47,131.12,34.03,254.78,131.64,22.45,169.22,120.83,8.06,9.04,11.52,2.53,1.99,False
AZ,152.62,419.15,389-9783,no,no,0.0,231.44,108.4,36.1,119.01,131.84,9.78,171.01,111.32,7.5,11.27,6.86,3.17,4.13,False
MT,164.14,394.83,361-9621,no,no,0.0,99.8,115.57,16.95,223.31,68.26,19.76,200.47,92.52,8.99,9.32,1.94,2.61,0.0,False
SC,89.19,428.77,360-5779,no,no,0.0,136.31,100.95,22.99,170.52,108.79,15.03,132.68,103.33,5.91,7.0,5.01,1.85,0.0,False
MO,123.83,404.87,402-6591,no,no,0.0,208.91,82.45,35.52,252.03,74.73,21.13,218.88,139.91,9.5,7.93,2.02,2.01,3.06,False
NV,138.58,425.29,347-1814,no,no,0.0,197.6,116.26,31.64,162.82,89.47,13.06,167.48,80.65,8.13,11.05,5.86,2.84,0.0,False
VA,120.89,423.06,414-1246,no,yes,24.91,168.68,88.49,30.23,251.47,66.98,20.54,301.25,103.1,13.47,4.94,2.93,1.28,0.0,False
NJ,116.9,414.27,397-6425,no,no,0.0,190.07,52.68,31.18,243.73,109.47,20.54,141.74,81.93,6.59,12.66,5.71,3.2,1.04,False
MA,131.34,521.55,408-2712,yes,no,0.0,200.77,131.16,33.65,185.25,105.62,15.78,202.58,135.9,9.34,11.23,4.12,3.05,1.04,False
GA,71.16,423.4,362-1407,no,yes,35.49,214.23,79.9,37.04,222.35,106.91,18.6,156.79,73.33,6.97,14.69,6.22,3.78,3.0,False
MI,89.96,410.63,390-7930,no,no,0.0,161.28,159.58,27.11,170.56,118.77,14.83,246.85,78.9,10.95,12.21,3.85,3.02,5.22,True
TX,72.04,504.13,390-5470,no,no,0.0,58.39,98.0,9.79,259.92,107.31,22.4,198.69,86.47,9.43,11.26,6.13,3.08,0.0,False
ID,155.29,411.15,390-7274,no,no,0.0,83.64,74.18,14.83,168.63,112.83,13.69,170.04,95.66,7.78,9.17,3.85,2.42,3.03,False
MS,83.66,407.72,345-6043,no,no,0.0,198.72,88.33,36.3,239.81,79.29,19.85,180.15,105.04,7.85,8.85,7.67,2.53,3.07,False
NV,80.64,415.06,401-1252,no,no,0.0,231.83,118.9,41.09,150.06,111.6,12.29,162.34,83.81,7.55,9.92,2.03,2.71,5.23,False
MS,125.49,506.81,402-5509,no,yes,25.37,246.25,110.26,44.93,229.49,120.05,18.19,196.57,112.62,8.91,12.91,3.9,3.39,0.95,False
KY,99.87,396.13,353-3223,no,yes,39.23,107.51,87.23,18.75,210.94,152.38,17.82,121.7,122.1,5.63,13.84,3.92,3.52,0.0,False
DC,213.75,407.32,421-9846,no,no,0.0,126.54,132.19,20.8,247.85,101.07,20.34,275.25,74.69,11.84,13.31,3.98,3.56,0.0,False
NY,20.74,423.1,335-2274,no,no,0.0,242.25,79.82,42.13,162.37,116.13,13.74,294.57,90.47,13.23,6.5,1.04,1.83,1.04,False
MT,50.2,435.11,418-8450,no,yes,35.38,224.87,91.47,39.82,163.74,126.26,14.82,276.66,85.56,11.95,7.76,3.96,2.03,3.03,False
OR,149.81,398.28,414-4741,no,yes,30.42,127.06,88.78,22.33,185.18,89.48,16.26,241.75,87.76,10.9,6.67,5.73,1.89,0.96,False
CT,50.22,408.22,419-6564,no,no,0.0,179.18,97.46,30.37,163.65,123.9,13.44,140.94,101.11,6.1,7.89,2.87,2.13,1.96,False
WV,101.62,427.07,367-9127,no,yes,28.69,218.61,91.31,37.15,273.7,70.77,24.37,206.66,114.39,8.78,9.45,5.92,2.51,4.01,False
NY,102.65,418.78,393-5897,no,no,0.0,184.11,83.27,31.3,150.56,108.39,13.56,192.09,54.91,8.46,11.82,4.95,3.21,0.0,False
MN,169.34,524.28,413-7170,no,yes,46.25,222.08,95.83,37.03,190.07,87.34,16.66,264.08,58.86,11.42,11.68,2.07,3.43,0.0,False
NV,173.66,517.42,351-1382,no,no,0.0,134.12,100.09,22.73,227.95,67.11,19.69,175.09,122.01,7.47,16.27,4.81,4.27,2.09,False
KS,97.13,424.03,347-9968,no,no,0.0,221.27,85.75,39.62,232.98,84.35,18.46,216.85,66.86,9.21,7.32,7.26,1.85,1.04,False
NY,89.72,502.64,387-2041,no,no,0.0,73.86,129.18,11.8,206.65,116.7,18.33,180.07,108.98,8.21,0.0,0.0,0.0,2.09,False
OH,149.97,391.85,391-8554,no,yes,29.79,209.38,87.89,35.8,240.55,105.24,20.44,173.32,76.68,7.46,7.68,2.1,2.16,0.97,False
KY,109.43,415.46,376-4665,no,no,0.0,70.38,103.69,12.43,136.41,115.69,12.7,177.93,95.25,7.9,11.08,3.04,2.9,1.99,False
MO,109.8,421.39,340-9910,no,no,0.0,112.39,102.18,19.84,80.59,98.51,6.37,237.42,78.03,10.98,0.0,0.0,0.0,2.07,False
NC,63.52,525.77,341-2603,yes,yes,33.56,133.0,97.5,22.38,156.6,99.08,13.25,239.79,105.17,10.75,7.89,12.95,2.17,0.0,False
NJ,185.4,398.67,418-8568,no,no,0.0,278.56,127.72,45.82,178.03,111.02,15.88,220.37,99.12,9.67,9.52,11.08,2.53,2.02,True
PA,129.12,392.68,408-8650,no,no,0.0,213.41,118.16,34.8,237.74,154.72,19.57,172.01,107.24,7.7,5.08,9.31,1.34,1.04,False
KY,46.46,420.56,378-5692,no,yes,22.84,199.99,81.33,32.62,308.09,92.65,26.32,157.03,102.79,7.68,12.25,2.91,3.36,0.0,False
KY,57.27,422.56,347-1640,yes,no,0.0,169.28,112.67,31.64,209.84,108.34,17.96,229.15,63.74,10.9,10.33,4.8,2.91,0.99,False
OR,121.55,403.36,368-8283,no,no,0.0,240.92,121.52,44.16,149.53,105.29,12.17,148.41,95.21,7.02,9.92,1.04,2.47,2.03,False
DE,92.05,407.87,421-9144,no,no,0.0,199.81,105.19,32.08,160.01,118.74,14.34,222.4,104.36,9.94,12.99,2.89,3.6,0.98,False
FL,126.71,531.35,334-9505,no,yes,37.66,226.76,104.02,40.11,175.28,119.25,15.42,257.2,103.71,11.96,10.74,4.84,2.9,3.12,True
FL,94.74,497.21,379-5592,no,no,0.0,203.25,105.47,32.93,213.73,111.37,17.1,201.99,132.88,9.09,11.88,3.05,3.36,3.13,False
